experiment_name,run_uuid,run_name,status,function,model_arch,n_params,best_val_loss,final_test_loss,hessian_trace,critical_sharpness,grad_cosine_sim,grad_noise_scale,train_per_param
sweep-ackley-v3-ratio,791bc535f24446368ebdbfc44f7a2bf7,trial002_fourier_h12_b2_f8_s3.6_lr3.1e-04_bs128,FINISHED,ackley_n20000_k3_ss5_seed42_train,fourier,841.0,0.2041407823562622,0.19893905520439148,1902.6236572265625,0.029359222285238084,-0.13493354618549347,0.00857712381466371,9.512485136741974
sweep-bukin-v3-ratio,798249e0f0904d93990e028d84289f0b,trial067_fourier_h12_b1_f12_s11.9_lr1.3e-02_bs64,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,625.0,1477.5745849609375,1477.6265869140625,104567.7578125,0.5707195794451683,0.3318638503551483,12197.01159444539,12.8
sweep-franke-v3-ratio,7a5f3c1d08f94c2db4b7573a23f0012f,trial066_siren_h24_l3_w15_lr1.7e-04_bs32,FINISHED,franke_n20000_k3_ss4_seed42_train,siren,1297.0,0.000128972897073254,0.00017723493510857224,784.2042236328125,0.0023610093588022616,0.09191854298114777,1.3168285149745401e-05,6.168080185042405
sweep-levy-v3-ratio,7afd6a6b26aa4bde8c00ff4d13ccb70b,trial021_fourier_h12_b2_f8_s1.5_lr5.0e-03_bs256,FINISHED,levy_n20000_k3_ss6_seed42_train,fourier,841.0,0.9875103831291199,1.042508602142334,20011.939453125,0.02812980727803821,0.16540837287902832,0.8672935710748857,9.512485136741974
sweep-levy-v3-ratio,7be35d5b993c4a35bdf6abc00c86324c,trial015_mlp_h20_b1_gelu_lr2.6e-02_bs256,FINISHED,levy_n20000_k3_ss6_seed42_train,mlp,921.0,1.9589158296585083,2.7349565029144287,7988.091796875,0.031773732932770346,0.7238576412200928,15.748449191289815,8.686210640608035
sweep-levy-v3-ratio,7c1f87b7fcd749b6b538b67984945054,trial012_fourier_h12_b2_f8_s2.0_lr9.0e-03_bs256,FINISHED,levy_n20000_k3_ss6_seed42_train,fourier,841.0,7.7666826248168945,8.806353569030762,38382.22265625,0.06658745951512365,0.5116697549819946,11.706903750913021,9.512485136741974
sweep-bukin-v3-ratio,7c2fbc0749a345b097ad8b2cb35ce4dc,trial025_fourier_h12_b1_f16_s25.4_lr5.4e-03_bs32,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,721.0,2204.72802734375,2215.239501953125,317459.03125,0.42344058292948233,-0.25797489285469055,27009.396698143115,11.095700416088766
sweep-levy-v3-ratio,7d0a1ac4b3714792a4d5d1505d5268da,trial269_mlp_h12_b2_gelu_lr2.8e-02_bs32,FINISHED,levy_n20000_k3_ss6_seed42_train,mlp,673.0,1.922255277633667,4.168206214904785,15090.349609375,0.019873058033536013,0.20175498723983765,165.44531546637864,11.887072808320951
sweep-franke-v3-ratio,7e0f0f55157b46cc9cc249dfca5bdc4a,trial053_siren_h20_l3_w17_lr3.4e-04_bs128,FINISHED,franke_n20000_k3_ss4_seed42_train,siren,921.0,0.00011665372585412115,0.00014385626127477735,2106.204345703125,0.0017656248849722584,0.04692799970507622,1.2355858718186586e-05,8.686210640608035
sweep-levy-v3-ratio,7e9c4609e0b24a178c6e462f9a0e7b08,trial048_fourier_h12_b2_f8_s7.1_lr2.1e-02_bs64,FINISHED,levy_n20000_k3_ss6_seed42_train,fourier,841.0,247.08773803710938,263.7064208984375,-190.505615234375,1.868624721075547,-0.15592160820960999,0.6681854392229697,9.512485136741974
sweep-levy-v3-ratio,7f4eef70fc4445ac8f0ec9ff51e31f92,trial041_fourier_h12_b2_f8_s1.0_lr6.6e-03_bs256,FINISHED,levy_n20000_k3_ss6_seed42_train,fourier,841.0,1.5132508277893066,1.656376600265503,8624.27734375,0.02361425248299761,0.42276614904403687,1.1249679463489062,9.512485136741974
sweep-eggholder-v3-ratio,807286e4d16e49d7aa2e6fede18808f7,trial164_mlp_h12_b2_relu_lr4.0e-03_bs64,FINISHED,eggholder_n20000_k3_ss7_seed42_train,mlp,673.0,24597.8828125,25553.048828125,55818988.0,0.054254640313526115,0.07488036900758743,129194373.74607877,11.887072808320951
sweep-eggholder-v3-ratio,815900c046be4705b9a348d9ad560555,trial143_mlp_h12_b2_relu_lr2.8e-03_bs64,FINISHED,eggholder_n20000_k3_ss7_seed42_train,mlp,673.0,22456.4453125,21915.19140625,110037432.0,0.04803764109003662,-0.2598715126514435,142172320.6985674,11.887072808320951
sweep-levy-v3-ratio,821d4ea2efc64fc88a7dfc586b839d25,trial024_fourier_h12_b2_f12_s11.4_lr1.5e-02_bs256,FINISHED,levy_n20000_k3_ss6_seed42_train,fourier,937.0,200.64964294433594,231.90316772460938,17595.6328125,1.0236887041380995,-0.028888361528515816,33.055561960189024,8.537886872998932
sweep-franke-v3-ratio,8241c156fe36420bbb5449d6f6753653,trial152_siren_h16_l3_w18_lr5.0e-05_bs64,FINISHED,franke_n20000_k3_ss4_seed42_train,siren,609.0,8.944216097006574e-05,0.00010555868357187137,3245.569091796875,0.0006484134829418621,-0.07627207785844803,0.001023866438640249,13.136288998357964
sweep-bukin-v3-ratio,826e3e0b24524033bd4ee020e53d0fd0,trial182_fourier_h12_b1_f16_s1.0_lr2.7e-02_bs64,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,721.0,8.178654670715332,13.966021537780762,43128.9140625,0.015196585020466615,0.03137907758355141,1426.5783366480723,11.095700416088766
sweep-eggholder-v3-ratio,8371d48f3a584309911ff06e60d61190,trial062_mlp_h12_b2_relu_lr9.1e-03_bs64,FINISHED,eggholder_n20000_k3_ss7_seed42_train,mlp,673.0,88105.40625,85640.2578125,5969.80517578125,0.208242147397264,-0.5378119945526123,163980.68906318533,11.887072808320951
sweep-eggholder-v3-ratio,844941f24d4a4a9a92bb0cfff654c75f,trial098_mlp_h12_b2_relu_lr2.3e-03_bs64,FINISHED,eggholder_n20000_k3_ss7_seed42_train,mlp,673.0,20611.763671875,19714.171875,120323568.0,0.03682709093430814,0.1787296086549759,128452258.44484237,11.887072808320951
sweep-bukin-v3-ratio,85120f69a0444f1d8c04ff24a87fa346,trial125_fourier_h12_b1_f12_s2.1_lr1.6e-02_bs64,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,625.0,73.54833221435547,98.6324462890625,112736.1875,0.05751299177179468,0.3133334219455719,2295.2361129832007,12.8
sweep-bukin-v3-ratio,865703b1c03a4e28bc4f8e7ae24ddd5c,trial026_fourier_h12_b1_f16_s22.6_lr4.7e-03_bs32,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,721.0,2145.189453125,2230.798095703125,87371.328125,0.31928088045384373,-0.27353447675704956,26006.25004949252,11.095700416088766
sweep-levy-v3-ratio,86895848e2e544cf8855ad9b337ef989,trial011_fourier_h12_b2_f8_s1.5_lr5.8e-03_bs256,FINISHED,levy_n20000_k3_ss6_seed42_train,fourier,841.0,1.7076750993728638,1.9410035610198975,51377.6171875,0.022666516162942466,0.42356449365615845,4.775746084910152,9.512485136741974
sweep-eggholder-v3-ratio,869ea2a3347f4c63a113ff6bd84ce123,trial092_mlp_h12_b2_relu_lr2.8e-03_bs64,FINISHED,eggholder_n20000_k3_ss7_seed42_train,mlp,673.0,27753.2734375,26995.494140625,46301728.0,0.06907275106705066,0.06108345463871956,90444705.15938333,11.887072808320951
sweep-franke-v3-ratio,86dcc1aa083e4139952375e08c81d657,trial022_siren_h20_l3_w33_lr7.1e-05_bs128,FINISHED,franke_n20000_k3_ss4_seed42_train,siren,921.0,0.0001625089644221589,0.00016082084039226174,13500.89453125,0.0007846889839306959,0.434326708316803,4.006661406860556e-05,8.686210640608035
sweep-levy-v3-ratio,87ba80c6fedd40f688b41b009d953e89,trial053_fourier_h12_b2_f12_s23.6_lr4.3e-03_bs256,FINISHED,levy_n20000_k3_ss6_seed42_train,fourier,937.0,255.17584228515625,279.0144348144531,5419.0283203125,1.9832093157185775,0.16645961999893188,9.22585559760885,8.537886872998932
sweep-bukin-v3-ratio,8825b615684843c699a2687c80c6ba9a,trial107_fourier_h12_b1_f12_s2.5_lr1.7e-02_bs64,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,625.0,99.97174835205078,111.00800323486328,258063.375,0.08681712938879041,0.5095883011817932,5381.789398075396,12.8
sweep-bukin-v3-ratio,888abfac6b954a10a906c7de611e8dfa,trial098_fourier_h12_b1_f12_s4.2_lr1.1e-02_bs64,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,625.0,295.69073486328125,356.50665283203125,370803.21875,0.3956670056540144,0.3032737672328949,10534.661285973607,12.8
sweep-franke-v3-ratio,8918711e5aee4c819d18c2292f7489a5,trial058_siren_h20_l3_w13_lr2.6e-04_bs128,FINISHED,franke_n20000_k3_ss4_seed42_train,siren,921.0,9.236732876161113e-05,0.0001303801836911589,3300.361083984375,0.0015182310887260956,0.4201204478740692,1.0666421564701791e-05,8.686210640608035
sweep-bukin-v3-ratio,89619442eb814aa5b4f6f37cb57e558c,trial033_fourier_h12_b1_f16_s22.5_lr4.3e-03_bs32,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,721.0,2162.83935546875,2197.67333984375,81800.5546875,0.333366740189942,-0.10920201987028122,28038.51223899603,11.095700416088766
sweep-peaks-v3-ratio,8b2bc5f797434df685208084f33524ed,trial064_siren_h20_l3_w19_lr4.7e-05_bs64,FINISHED,peaks_n20000_k3_ss5_seed42_train,siren,921.0,0.0040605212561786175,0.004141500685364008,33560.66015625,0.0024570342395092313,0.3805941045284271,0.007142027732417899,8.686210640608035
sweep-bukin-v3-ratio,8d3b8652aca7472b905567131c0e517c,trial035_fourier_h12_b1_f16_s29.3_lr2.8e-03_bs32,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,721.0,2194.717041015625,2184.271728515625,89577.078125,0.53237922290305,-0.06653854250907898,34944.75960159457,11.095700416088766
sweep-eggholder-v3-ratio,8f0413f8929644bf90c7e92ee200571b,trial095_mlp_h12_b2_relu_lr7.5e-03_bs64,FINISHED,eggholder_n20000_k3_ss7_seed42_train,mlp,673.0,32019.087890625,31848.79296875,103790552.0,0.05142622614621713,-0.15717366337776184,120451273.82979563,11.887072808320951
sweep-eggholder-v3-ratio,8f35641d794b4afa9b34ba07fafed4a7,trial079_mlp_h12_b2_relu_lr6.3e-03_bs32,FINISHED,eggholder_n20000_k3_ss7_seed42_train,mlp,673.0,37165.78515625,38913.38671875,61555228.0,0.10963055651788371,0.39425137639045715,299950791.4061714,11.887072808320951
sweep-bukin-v3-ratio,8f54b864d78540eeb9103914dfe8a916,trial108_fourier_h12_b1_f12_s2.4_lr1.8e-02_bs64,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,625.0,93.64871978759766,94.65835571289062,358611.46875,0.25019820403914306,0.5486673712730408,3323.2411452655942,12.8
sweep-peaks-v3-ratio,8fe321262b884b57909b42a884d5fc18,trial051_siren_h20_l3_w22_lr4.8e-05_bs64,FINISHED,peaks_n20000_k3_ss5_seed42_train,siren,921.0,0.0039902436546981335,0.004270938225090504,42193.35546875,0.002631421306987438,0.48869407176971436,0.007944591616620365,8.686210640608035
sweep-bukin-v3-ratio,90ede5388f4e46f3b3f382c586f44a6f,trial124_fourier_h12_b1_f12_s2.0_lr1.6e-02_bs64,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,625.0,70.57347869873047,78.68211364746094,148232.46875,0.17216663156616863,-0.1196354404091835,2965.7404891913725,12.8
sweep-bukin-v3-ratio,91303d15201c4ae082eec4db4b330dcb,trial161_fourier_h12_b1_f16_s1.1_lr2.7e-02_bs64,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,721.0,9.736513137817383,16.756803512573242,60348.25,0.02819229445648097,0.8516077995300293,1226.4422334864537,11.095700416088766
sweep-franke-v3-ratio,93a7df30867149feb19636fc3208bc63,trial084_siren_h20_l3_w21_lr2.1e-04_bs128,FINISHED,franke_n20000_k3_ss4_seed42_train,siren,921.0,0.000107927480712533,0.00013990228762850165,2654.09228515625,0.001049317645657399,0.38689476251602173,1.7176771756440075e-05,8.686210640608035
sweep-levy-v3-ratio,97d7d5e24cc948669c7b3c1dd07671b5,trial005_fourier_h32_b0_f12_s28.3_lr6.3e-04_bs128,FINISHED,levy_n20000_k3_ss6_seed42_train,fourier,833.0,254.2548065185547,266.2595520019531,561.6759033203125,1.2940254112029614,0.41152140498161316,1.3932400772831872,9.603841536614645
sweep-ackley-v3-ratio,98040d081f67452eb46fe52a751a5f76,trial024_fourier_h12_b2_f12_s11.4_lr1.6e-02_bs256,FINISHED,ackley_n20000_k3_ss5_seed42_train,fourier,937.0,6.106528282165527,7.10436487197876,343.7909240722656,0.07009999288701192,0.03156797215342522,0.056440079075483554,8.537886872998932
sweep-ackley-v3-ratio,98f0a5f3a97747da9b88182c7d04a562,trial062_fourier_h12_b2_f16_s1.1_lr2.0e-02_bs256,FINISHED,ackley_n20000_k3_ss5_seed42_train,fourier,1033.0,0.06565351784229279,0.07977078855037689,542.8021240234375,0.010860364054383956,0.9492621421813965,0.008289625595166036,7.744433688286544
sweep-eggholder-v3-ratio,99377730a44e47c8a0d5dce606711f95,trial104_mlp_h12_b2_relu_lr2.5e-03_bs64,FINISHED,eggholder_n20000_k3_ss7_seed42_train,mlp,673.0,23408.259765625,22392.220703125,113469656.0,0.031241629648389897,0.6322988271713257,345073548.1373019,11.887072808320951
sweep-bukin-v3-ratio,9d564f00d7a1416fb2de694dd684dd4e,trial175_fourier_h12_b1_f16_s1.0_lr2.7e-02_bs64,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,721.0,4.115727424621582,5.383613109588623,53021.578125,0.013475440489801599,0.4828324317932129,506.4799300983277,11.095700416088766
sweep-eggholder-v3-ratio,9db5b498143a4566a1295d5d1c03ec93,trial115_mlp_h12_b2_relu_lr2.1e-03_bs64,FINISHED,eggholder_n20000_k3_ss7_seed42_train,mlp,673.0,31379.72265625,32531.943359375,66188592.0,0.05034843407117336,-0.005846114829182625,119585015.1028602,11.887072808320951
sweep-franke-v3-ratio,a0817056796041c6a4c340ac5e83007e,trial123_siren_h16_l3_w19_lr9.6e-05_bs128,FINISHED,franke_n20000_k3_ss4_seed42_train,siren,609.0,9.024985047290102e-05,9.837743709795177e-05,1695.609130859375,0.001036689670835058,-0.45312321186065674,0.016487404393961156,13.136288998357964
sweep-bukin-v3-ratio,a1347eca6d8a4b8db38eb6d922038986,trial177_fourier_h12_b1_f16_s1.0_lr2.9e-02_bs64,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,721.0,6.654731750488281,11.498363494873047,97467.65625,0.01431448156066171,0.8268913626670837,2259.1225635475453,11.095700416088766
sweep-eggholder-v3-ratio,a135d2090b8145c2b7ae0db86d2d1c48,trial054_mlp_h12_b2_relu_lr2.0e-03_bs64,FINISHED,eggholder_n20000_k3_ss7_seed42_train,mlp,673.0,42915.296875,42517.12890625,28262692.0,0.06755634170836305,-0.7023395299911499,58177193.60281256,11.887072808320951
sweep-bukin-v3-ratio,a178e646815c45c5831e91c40215e0ad,trial172_fourier_h12_b1_f16_s3.2_lr2.9e-02_bs64,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,721.0,64.83493041992188,73.87379455566406,54086.19140625,0.024685069473308417,-0.556794285774231,3908.166918359131,11.095700416088766
sweep-bukin-v3-ratio,a2579056566944da857dab39b52f376b,trial099_fourier_h12_b1_f12_s5.4_lr4.6e-03_bs64,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,625.0,96.40487670898438,110.50806427001953,330553.6875,0.042917383933978974,0.14968547224998474,2951.070280062333,12.8
sweep-bukin-v3-ratio,a3211585c00a4574b51c5d4c5c85348a,trial103_fourier_h12_b1_f12_s3.7_lr1.1e-02_bs64,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,625.0,110.65354919433594,113.64747619628906,597111.25,0.17619719478361626,-0.2448171079158783,2874.274378857314,12.8
sweep-franke-v3-ratio,a3281b668ae34ef1aa8611f494e40414,trial153_siren_h16_l3_w19_lr5.4e-05_bs64,FINISHED,franke_n20000_k3_ss4_seed42_train,siren,609.0,9.569844405632466e-05,9.926388156600296e-05,1834.2005615234375,0.001208237050922511,-0.08789484947919846,0.0004184199842910072,13.136288998357964
sweep-peaks-v3-ratio,a33af979786849f2a1b18b20a789f3e2,trial052_siren_h20_l3_w21_lr2.5e-05_bs64,FINISHED,peaks_n20000_k3_ss5_seed42_train,siren,921.0,0.0038006899412721395,0.0038714492693543434,45726.83203125,0.002135747757187099,-0.20723912119865417,0.007229454588741452,8.686210640608035
sweep-franke-v3-ratio,a3605fbac7bc486eb23ef8ef1a28bab9,trial073_siren_h20_l3_w10_lr1.6e-04_bs128,FINISHED,franke_n20000_k3_ss4_seed42_train,siren,921.0,9.940665768226609e-05,9.989600948756561e-05,837.0582885742188,0.0009743271600808044,0.6122768521308899,6.727723589833749e-06,8.686210640608035
sweep-bukin-v3-ratio,a384ded34ba6445196d947d44cc986a0,trial185_fourier_h12_b1_f16_s1.0_lr2.7e-02_bs64,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,721.0,5.6605224609375,19.904909133911133,136880.953125,0.02432522414328529,0.9600131511688232,1617.692667813697,11.095700416088766
sweep-franke-v3-ratio,a4add3ccac734568bfe7536aab10904c,trial122_siren_h16_l3_w21_lr1.2e-04_bs128,FINISHED,franke_n20000_k3_ss4_seed42_train,siren,609.0,9.333875641459599e-05,0.00010069725249195471,2056.336181640625,0.0011768341802439394,-0.08875393867492676,0.0091835235751441,13.136288998357964
sweep-ackley-v3-ratio,a5262d9201024143a0b0927e3e3d2286,trial056_fourier_h12_b2_f32_s25.5_lr2.3e-03_bs256,FINISHED,ackley_n20000_k3_ss5_seed42_train,fourier,1417.0,6.143670558929443,6.8683905601501465,320.6402587890625,0.09797790769495957,-0.28155580163002014,0.027039363092595706,5.6457304163726185
sweep-ackley-v3-ratio,a6397080770e4627a6c0f00d4baa0a40,trial000_siren_h28_l2_w19_lr2.3e-05_bs128,FINISHED,ackley_n20000_k3_ss5_seed42_train,siren,925.0,0.32430022954940796,0.3321809768676758,46239.80078125,0.011356090416912835,-0.20700743794441223,0.2973368900684853,8.64864864864865
sweep-eggholder-v3-ratio,a6d52995d22443aebae9b55b2ba10dee,trial077_mlp_h12_b2_silu_lr9.2e-03_bs64,FINISHED,eggholder_n20000_k3_ss7_seed42_train,mlp,673.0,37710.4140625,37452.2890625,20311342.0,0.13056374881473387,0.340901255607605,47945319.94913462,11.887072808320951
sweep-ackley-v3-ratio,a6eead4a12d64dec923782961a1bc6e5,trial011_fourier_h12_b2_f8_s1.5_lr5.8e-03_bs256,FINISHED,ackley_n20000_k3_ss5_seed42_train,fourier,841.0,0.049220215529203415,0.05034112557768822,3062.066162109375,0.007860162862955856,-0.2292402982711792,0.003119052915580278,9.512485136741974
sweep-bukin-v3-ratio,a82f5bde7fed4f3fbe14496207900238,trial160_fourier_h12_b1_f16_s1.1_lr2.5e-02_bs64,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,721.0,23.20530891418457,27.524744033813477,154746.15625,0.038883840877690715,0.814579427242279,2004.6230184563003,11.095700416088766
sweep-eggholder-v3-ratio,a8be3ed7d4a04bbc9af72792b1a9ebcc,trial137_mlp_h12_b2_relu_lr3.6e-03_bs64,FINISHED,eggholder_n20000_k3_ss7_seed42_train,mlp,673.0,24512.564453125,23082.19140625,269921248.0,0.050467579396706645,-0.08060871064662933,149951866.94056454,11.887072808320951
sweep-franke-v3-ratio,a92928deee7e45bb8034e7298ed7e41b,trial043_siren_h20_l3_w14_lr2.9e-04_bs128,FINISHED,franke_n20000_k3_ss4_seed42_train,siren,921.0,0.00010064121306641027,9.948765364242718e-05,562.9334106445312,0.0015598144995676083,-0.4348872900009155,8.008919133325741e-06,8.686210640608035
sweep-bukin-v3-ratio,a94e5cbb58f04d3d90e23680b4ac8f69,trial104_fourier_h12_b1_f12_s3.9_lr1.2e-02_bs64,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,625.0,83.19761657714844,84.70654296875,566998.3125,0.08140811471601389,0.45908018946647644,3432.6335262877924,12.8
sweep-ackley-v3-ratio,a99cd1e2a0c841588d6320ad22379788,trial074_fourier_h12_b2_f32_s2.1_lr1.0e-02_bs256,FINISHED,ackley_n20000_k3_ss5_seed42_train,fourier,1417.0,0.04074494168162346,0.043645624071359634,660.8255615234375,0.012025852509929954,0.14413101971149445,0.0011083879020985805,5.6457304163726185
sweep-eggholder-v3-ratio,a9df4715d2424b949642900d41968937,trial073_mlp_h12_b2_relu_lr1.6e-03_bs64,FINISHED,eggholder_n20000_k3_ss7_seed42_train,mlp,673.0,29687.470703125,28151.0234375,162068384.0,0.024160729711986188,0.2516203224658966,158950698.9209858,11.887072808320951
sweep-bukin-v3-ratio,aa92aac3752140c098676e67e1965cef,trial164_fourier_h12_b1_f16_s1.1_lr3.0e-02_bs64,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,721.0,6.431464195251465,96.4488754272461,51979.68359375,0.06715461212170362,-0.8090680241584778,1748.96119679219,11.095700416088766
sweep-franke-v3-ratio,acf47d43cf0a4c95b97235e9b8aafed9,trial068_siren_h20_l4_w12_lr2.1e-04_bs32,FINISHED,franke_n20000_k3_ss4_seed42_train,siren,1341.0,0.00012162754137534648,0.0001469376147724688,848.6783447265625,0.002445925126103526,-0.2078302502632141,9.615572258970862e-06,5.965697240865026
sweep-levy-v3-ratio,ad888b62cde14ffea511000a5d315b39,trial260_mlp_h12_b2_gelu_lr7.7e-03_bs32,FINISHED,levy_n20000_k3_ss6_seed42_train,mlp,673.0,2.1156253814697266,3.165926694869995,12582.076171875,0.045309853963197116,0.9179746508598328,90.69585190777164,11.887072808320951
sweep-franke-v3-ratio,ae65ac67c7544ae2a1816ea33d63c3d4,trial079_siren_h20_l3_w16_lr7.8e-05_bs32,FINISHED,franke_n20000_k3_ss4_seed42_train,siren,921.0,0.00011182788148289546,0.00011391905718483031,2261.622314453125,0.001725433915103094,0.5263617634773254,2.1553203116906183e-05,8.686210640608035
sweep-eggholder-v3-ratio,ae791187117b4403a2c1b3e2a3dde8f4,trial029_fourier_h24_b0_f8_s16.2_lr5.8e-04_bs128,FINISHED,eggholder_n20000_k3_ss7_seed42_train,fourier,433.0,92045.390625,86959.5,903.8156127929688,1.1791277207176785,-0.476127028465271,153.97337624808495,18.475750577367204
sweep-bukin-v3-ratio,afaf76eaab1c4ad1b8616784b85847c3,trial114_fourier_h12_b1_f12_s2.4_lr1.7e-02_bs64,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,625.0,17.21170425415039,23.5471248626709,60146.57421875,0.09124696342885472,0.8631108403205872,1178.6945920438923,12.8
sweep-levy-v3-ratio,b1d8af274438400bb3ee639f6e133c1f,trial247_mlp_h12_b2_gelu_lr6.3e-03_bs32,FINISHED,levy_n20000_k3_ss6_seed42_train,mlp,673.0,1.8203083276748657,2.3294456005096436,17839.12890625,0.008713148939840301,-0.23539817333221436,162.14794160028106,11.887072808320951
sweep-ackley-v3-ratio,b1ec3a887fa04267ba713bf134e0db20,trial021_fourier_h12_b2_f8_s1.5_lr5.0e-03_bs256,FINISHED,ackley_n20000_k3_ss5_seed42_train,fourier,841.0,0.0694664865732193,0.06868460774421692,1390.03173828125,0.010314262668614009,0.526768684387207,0.00493485288805555,9.512485136741974
sweep-levy-v3-ratio,b3f4e0280e4344aa929912740f17b9f3,trial059_fourier_h12_b2_f16_s2.0_lr2.0e-03_bs256,FINISHED,levy_n20000_k3_ss6_seed42_train,fourier,1033.0,0.5346917510032654,0.5725350379943848,42563.18359375,0.02430914210531271,0.1905043125152588,0.4776944005453861,7.744433688286544
sweep-franke-v3-ratio,b419a5a55b6b4fa997c8bbbb28756501,trial016_siren_h20_l3_w28_lr2.2e-04_bs128,FINISHED,franke_n20000_k3_ss4_seed42_train,siren,921.0,0.00013430377293843776,0.00012770209286827594,7211.97314453125,0.001077460091692975,0.4820219576358795,2.558017571796427e-05,8.686210640608035
sweep-eggholder-v3-ratio,b4e67c4af7f6475fb7eb018244e881c8,trial053_fourier_h12_b0_f32_s3.6_lr1.9e-03_bs64,FINISHED,eggholder_n20000_k3_ss7_seed42_train,fourier,793.0,18468.59765625,16968.767578125,106660.109375,1.9592532743372042,-0.13989554345607758,61071.69290912399,10.08827238335435
sweep-levy-v3-ratio,b634f7a05b7246b9a196b549b50ff9be,trial198_mlp_h12_b2_gelu_lr2.4e-02_bs256,FINISHED,levy_n20000_k3_ss6_seed42_train,mlp,673.0,1.7889479398727417,2.4371750354766846,19973.25390625,0.021413882104913774,0.9097621440887451,16.17147098331139,11.887072808320951
sweep-eggholder-v3-ratio,b6884911a2834a9aa09f55dc4f78dd78,trial076_mlp_h12_b2_relu_lr1.5e-03_bs64,FINISHED,eggholder_n20000_k3_ss7_seed42_train,mlp,673.0,27476.271484375,25355.615234375,451450752.0,0.007077096642159533,0.08697621524333954,365155708.73432916,11.887072808320951
sweep-bukin-v3-ratio,b7236fc27d4748439804d2f65fb3bc31,trial121_fourier_h12_b1_f12_s2.9_lr2.1e-02_bs64,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,625.0,137.12664794921875,210.35726928710938,612054.75,0.07766986737023693,-0.5875452160835266,5186.655307770626,12.8
sweep-eggholder-v3-ratio,b8865462f38a48a0a1b0fb1119fbf070,trial109_mlp_h12_b2_relu_lr2.0e-03_bs32,FINISHED,eggholder_n20000_k3_ss7_seed42_train,mlp,673.0,27506.25,25877.671875,92308832.0,0.06461586364048628,0.37286195158958435,309135663.192816,11.887072808320951
sweep-bukin-v3-ratio,b9a2b44d90dc4d9885b952e3eda0e6a4,trial155_fourier_h12_b1_f16_s1.6_lr1.9e-02_bs64,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,721.0,37.60914993286133,39.78242492675781,90817.3046875,0.030235444794649905,-0.3606915771961212,1879.6089143538795,11.095700416088766
sweep-bukin-v3-ratio,bad66c3e1419403c9fdd65869c5fb7e4,trial116_fourier_h12_b1_f12_s2.1_lr2.9e-02_bs64,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,625.0,70.88170623779297,112.1572036743164,84201.53125,0.03376356564585816,0.8321373462677002,3066.435561136747,12.8
sweep-ackley-v3-ratio,bafa61d323654e8185745798cd02a941,trial010_fourier_h12_b2_f8_s1.4_lr4.7e-03_bs256,FINISHED,ackley_n20000_k3_ss5_seed42_train,fourier,841.0,0.08262979984283447,0.08579016476869583,2149.3486328125,0.005130584194089096,-0.015060147270560265,0.0021273516194052853,9.512485136741974
sweep-bukin-v3-ratio,bb16dcca4b1d4b8aae15ab01106cca27,trial106_fourier_h12_b1_f12_s2.4_lr1.7e-02_bs64,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,625.0,20.121305465698242,28.437206268310547,286469.625,0.11860591814125697,-0.3012690544128418,1719.998539230695,12.8
sweep-ackley-v3-ratio,bd4f4d0db3cb44e380335cc487dc43d3,trial059_fourier_h12_b2_f16_s1.2_lr1.9e-02_bs256,FINISHED,ackley_n20000_k3_ss5_seed42_train,fourier,1033.0,0.06231392174959183,0.07023363560438156,796.46240234375,0.05643028849689369,0.1059279814362526,0.001746139204610989,7.744433688286544
sweep-eggholder-v3-ratio,be1d13ab73ed4227ad4f896aacab6d49,trial065_mlp_h12_b2_relu_lr1.8e-03_bs64,FINISHED,eggholder_n20000_k3_ss7_seed42_train,mlp,673.0,32591.01171875,31024.490234375,37800108.0,0.03898157616100834,-0.5766124129295349,94905562.75734837,11.887072808320951
